congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url
"Brown, James",Senator,Democratic Republican,LA,1766,1835,16,James Brown,B000921,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000921
"Brown, William",Representative,Republican,KY,1779,1833,16,William Brown,B000947,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000947
"Brush, Henry",Representative,Republican,OH,1778,1855,16,Henry Brush,B000983,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000983
"Bryan, Henry Hunter",Representative,Republican,TN,1786,1835,16,Henry Hunter Bryan,B000986,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000986
"Buffum, Joseph, Jr.",Representative,Republican,NH,1784,1874,16,Joseph Buffum,B001042,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001042
"Burrill, James, Jr.",Senator,Federalist,RI,1772,1820,16,James Burrill,B001137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001137
"Burton, Hutchins Gordon",Representative,Republican,NC,1782,1836,16,Hutchins Gordon Burton,B001152,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001152
"Burwell, William Armisted",Representative,Republican,VA,1780,1821,16,William Armisted Burwell,B001160,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001160
"Butler, Josiah",Representative,Republican,NH,1779,1854,16,Josiah Butler,B001181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001181
"Butler, Thomas",Representative,Republican,LA,1785,1847,16,Thomas Butler,B001190,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001190
"Campbell, John Wilson",Representative,Republican,OH,1782,1833,16,John Wilson Campbell,C000095,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000095
"Cannon, Newton",Representative,Republican,TN,1781,1841,16,Newton Cannon,C000123,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000123
"Case, Walter",Representative,Republican,NY,1776,1859,16,Walter Case,C000222,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000222
"Chandler, John",Senator,Democratic Republican,ME,1762,1841,16,John Chandler,C000291,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000291
"Clagett, Clifton",Representative,Republican,NH,1762,1829,16,Clifton Clagett,C000399,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000399
"Clark, Robert",Representative,Republican,NY,1777,1837,16,Robert Clark,C000449,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000449
"Clay, Henry",Representative,Democratic Republican,KY,,,16,Henry Clay,C000482,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000482
"Cobb, Thomas Willis",Representative,Republican,GA,1784,1830,16,Thomas Willis Cobb,C000553,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000553
"Cocke, John",Representative,Republican,TN,1772,1854,16,John Cocke,C000571,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000571
"Condit, John",Representative,Democratic Republican,NJ,1755,1834,16,John Condit,C000671,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000671
"Cook, Daniel Pope",Representative,Democratic Republican,IL,1794,1827,16,Daniel Pope Cook,C000716,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000716
"Crafts, Samuel Chandler",Representative,,VT,1768,1853,16,Samuel Chandler Crafts,C000851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000851
"Crawford, Joel",Representative,Republican,GA,1783,1858,16,Joel Crawford,C000891,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000891
"Crowell, John",Representative,Republican,AL,1780,1846,16,John Crowell,C000942,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000942
"Culbreth, Thomas",Representative,Republican,MD,1786,1843,16,Thomas Culbreth,C000967,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000967
"Culpepper, John",Representative,Federalist,NC,1761,1841,16,John Culpepper,C000976,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000976
"Cushman, Joshua",Representative,Republican,MA,1761,1834,16,Joshua Cushman,C001020,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001020
"Cuthbert, John Alfred",Representative,Republican,GA,1788,1881,16,John Alfred Cuthbert,C001024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001024
"Dana, Samuel Whittlesey",Senator,Federalist,CT,1760,1830,16,Samuel Whittlesey Dana,D000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000024
"Dane, Joseph",Representative,Federalist,ME,1778,1858,16,Joseph Dane,D000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000026
"Darlington, William",Representative,Republican,PA,1782,1863,16,William Darlington,D000059,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000059
"Davidson, William",Representative,Federalist,NC,1778,1857,16,William Davidson,D000087,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000087
"De Witt, Jacob Hasbrouck",Representative,Republican,NY,1784,1857,16,Jacob Hasbrouck De Witt,D000287,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000287
"Denison, George",Representative,Republican,PA,1790,1831,16,George Denison,D000238,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000238
"Dickerson, Mahlon",Senator,Democratic Republican,NJ,1770,1853,16,Mahlon Dickerson,D000308,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000308
"Dickinson, John Dean",Representative,Federalist,NY,1767,1841,16,John Dean Dickinson,D000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000322
"Dowse, Edward",Representative,Republican,MA,1756,1828,16,Edward Dowse,D000477,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000477
"Earle, Elias",Representative,Republican,SC,1762,1823,16,Elias Earle,E000007,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000007
"Eaton, John Henry",Senator,Democratic Republican,TN,1790,1856,16,John Henry Eaton,E000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000024
"Eddy, Samuel",Representative,Republican,RI,1769,1839,16,Samuel Eddy,E000040,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000040
"Edwards, Henry Waggaman",Representative,,CT,1779,1847,16,Henry Waggaman Edwards,E000070,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000070
"Edwards, Ninian",Senator,Democratic Republican,IL,1775,1833,16,Ninian Edwards,E000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000078
"Edwards, Samuel",Representative,Federalist,PA,1785,1850,16,Samuel Edwards,E000080,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000080
"Edwards, Weldon Nathaniel",Representative,Republican,NC,1788,1873,16,Weldon Nathaniel Edwards,E000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000083
"Elliott, John",Senator,Democratic Republican,GA,1773,1827,16,John Elliott,E000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000124
"Eppes, John Wayles",Senator,Democratic Republican,VA,1773,1823,16,John Wayles Eppes,E000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000197
"Ervin, James",Representative,Republican,SC,1778,1841,16,James Ervin,E000209,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000209
"Eustis, William",Representative,Republican,MA,1753,1825,16,William Eustis,E000230,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000230
"Fay, John",Representative,Republican,NY,1773,1855,16,John Fay,F000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000052
"Fisher, Charles",Representative,Republican,NC,1789,1849,16,Charles Fisher,F000144,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000144
"Floyd, John",Representative,Republican,VA,1783,1837,16,John Floyd,F000221,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000221
"Folger, Walter, Jr.",Representative,Republican,MA,1765,1849,16,Walter Folger,F000242,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000242
"Foot, Samuel Augustus",Representative,Adams,CT,1780,1846,16,Samuel Augustus Foot,F000247,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000247
"Ford, William Donnison",Representative,Republican,NY,1779,1833,16,William Donnison Ford,F000269,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000269
"Forrest, Thomas",Representative,Federalist,PA,1747,1825,16,Thomas Forrest,F000281,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000281
"Fuller, Timothy",Representative,Republican,MA,1778,1835,16,Timothy Fuller,F000413,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000413
"Fullerton, David",Representative,Republican,PA,1772,1843,16,David Fullerton,F000416,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000416
"Gaillard, John",Senator,Democratic Republican,SC,1765,1826,16,John Gaillard,G000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000005
"Garnett, Robert Selden",Representative,Republican,VA,1789,1840,16,Robert Selden Garnett,G000077,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000077
"Gorham, Benjamin",Representative,Republican,MA,1775,1855,16,Benjamin Gorham,G000324,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000324
"Gray, John Cowper",Representative,Republican,VA,1783,1823,16,John Cowper Gray,G000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000398
"Gross, Ezra Carter",Representative,Republican,NY,1787,1829,16,Ezra Carter Gross,G000494,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000494
"Gross, Samuel",Representative,Republican,PA,1776,1839,16,Samuel Gross,G000496,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000496
"Guyon, James, Jr.",Representative,Republican,NY,1778,1846,16,James Guyon,G000539,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000539
"Hackley, Aaron, Jr.",Representative,Republican,NY,1783,1868,16,Aaron Hackley,H000006,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000006
"Hall, George",Representative,Republican,NY,1770,1840,16,George Hall,H000051,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000051
"Hall, Thomas H.",Representative,Republican,NC,1773,1853,16,Thomas H. Hall,H000072,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000072
"Hall, Willard",Representative,Republican,DE,1780,1875,16,Willard Hall,H000076,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000076
"Hanson, Alexander Contee",Senator,Federalist,MD,1786,1819,16,Alexander Contee Hanson,H000176,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000176
"Hardin, Benjamin",Representative,Republican,KY,1784,1852,16,Benjamin Hardin,H000184,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000184
"Hazard, Nathaniel",Representative,Republican,RI,1776,1820,16,Nathaniel Hazard,H000415,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000415
"Hemphill, Joseph",Representative,Federalist,PA,1770,1842,16,Joseph Hemphill,H000470,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000470
"Hendricks, William",Representative,,IN,1782,1850,16,William Hendricks,H000494,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000494
"Herrick, Samuel",Representative,Republican,OH,1779,1852,16,Samuel Herrick,H000542,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000542
"Hibshman, Jacob",Representative,Republican,PA,1772,1852,16,Jacob Hibshman,H000558,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000558
"Hiester, Joseph",Representative,Republican,PA,1752,1832,16,Joseph Hiester,H000574,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000574
"Hill, Mark Langdon",Representative,Republican,MA,1772,1842,16,Mark Langdon Hill,H000602,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000602
"Hobart, Aaron",Representative,Republican,MA,1787,1858,16,Aaron Hobart,H000659,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000659
"Holmes, David",Senator,Democratic Republican,MS,1769,1832,16,David Holmes,H000735,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000735
"Holmes, John",Representative,,MA,1773,1843,16,John Holmes,H000739,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000739
"Holmes, John",Senator,Democratic Republican,ME,,,16,John Holmes,H000739,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000739
"Hooks, Charles",Representative,Republican,NC,1768,1843,16,Charles Hooks,H000761,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000761
"Horsey, Outerbridge",Senator,Federalist,DE,1777,1842,16,Outerbridge Horsey,H000795,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000795
"Hostetter, Jacob",Representative,Republican,PA,1754,1831,16,Jacob Hostetter,H000806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000806
"Hunter, William",Senator,Federalist,RI,1774,1849,16,William Hunter,H000991,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000991
"Jackson, Edward Brake",Representative,Republican,VA,1793,1826,16,Edward Brake Jackson,J000010,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000010
"Johnson, Francis",Representative,Republican,KY,1776,1842,16,Francis Johnson,J000129,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000129
"Johnson, Henry",Senator,Democratic Republican,LA,1783,1864,16,Henry Johnson,J000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000137
"Johnson, James",Representative,Republican,VA,,1825,16,James Johnson,J000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000142
"Johnson, Richard Mentor",Senator,Democratic Republican,KY,1780,1850,16,Richard Mentor Johnson,J000170,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000170
"Jones, Francis",Representative,Republican,TN,,,16,Francis Jones,J000218,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000218
"Jones, James",Representative,Republican,VA,1772,1848,16,James Jones,J000228,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000228
"Kendall, Jonas",Representative,Federalist,MA,1757,1844,16,Jonas Kendall,K000093,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000093
"Kent, Joseph",Representative,Republican,MD,1779,1837,16,Joseph Kent,K000125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000125
"King, Rufus",Senator,Federalist,NY,1755,1827,16,Rufus King,K000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000212
"King, William Rufus De Vane",Senator,Democratic Republican,AL,1786,1853,16,William Rufus De Vane King,K000217,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000217
"Kinsey, Charles",Representative,Republican,NJ,1773,1849,16,Charles Kinsey,K000227,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000227
"Kinsley, Martin",Representative,Republican,MA,1754,1835,16,Martin Kinsley,K000230,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000230
"Knight, Nehemiah Rice",Senator,Democratic Republican,RI,1780,1854,16,Nehemiah Rice Knight,K000287,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000287
"Lanman, James",Senator,Democratic Republican,CT,1767,1841,16,James Lanman,L000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000083
"Lathrop, Samuel",Representative,Federalist,MA,1772,1846,16,Samuel Lathrop,L000112,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000112
"Leake, Walter",Senator,Democratic Republican,MS,1762,1825,16,Walter Leake,L000177,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000177
"Lincoln, Enoch",Representative,Republican,MA,1788,1829,16,Enoch Lincoln,L000314,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000314
"Linn, John",Representative,Republican,NJ,1763,1821,16,John Linn,L000337,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000337
"Little, Peter",Representative,Republican,MD,1775,1830,16,Peter Little,L000354,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000354
"Livermore, Arthur",Representative,Republican,NH,1766,1853,16,Arthur Livermore,L000362,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000362
"Lloyd, Edward",Senator,Democratic Republican,MD,1779,1834,16,Edward Lloyd,L000376,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000376
"Logan, William",Senator,Democratic Republican,KY,1776,1822,16,William Logan,L000405,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000405
"Lowndes, William",Representative,Republican,SC,1782,1822,16,William Lowndes,L000483,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000483
"Lowrie, Walter",Senator,Democratic Republican,PA,1784,1868,16,Walter Lowrie,L000485,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000485
"Lyman, Joseph Stebbins",Representative,Republican,NY,1785,1821,16,Joseph Stebbins Lyman,L000527,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000527
"Maclay, William Plunkett",Representative,Republican,PA,1774,1842,16,William Plunkett Maclay,M000033,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000033
"Macon, Nathaniel",Senator,Democratic Republican,NC,1757,1837,16,Nathaniel Macon,M000034,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000034
"Mallary, Rollin Carolas",Representative,Republican,VT,1784,1831,16,Rollin Carolas Mallary,M000079,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000079
"Marchand, David",Representative,Republican,PA,1776,1832,16,David Marchand,M000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000124
"Mason, Jonathan",Representative,Federalist,MA,1756,1831,16,Jonathan Mason,M000221,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000221
"Mccoy, William",Representative,Republican,VA,,1864,16,William Mccoy,M000377,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000377
"Mccreary, John",Representative,Republican,SC,1761c,1833,16,John Mccreary,M000383,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000383
"Mccullough, Thomas Grubb",Representative,Federalist,PA,1785,1848,16,Thomas Grubb Mccullough,M000396,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000396
"Mclane, Louis",Representative,,DE,1786,1857,16,Louis Mclane,M000535,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000535
"Mclean, Alney",Representative,Republican,KY,1779,1841,16,Alney Mclean,M000544,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000544
"Meech, Ezra",Representative,Republican,VT,1773,1856,16,Ezra Meech,M000625,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000625
"Meigs, Henry",Representative,Republican,NY,1782,1861,16,Henry Meigs,M000632,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000632
"Mellen, Prentiss",Senator,Federalist,MA,1764,1840,16,Prentiss Mellen,M000636,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000636
"Mercer, Charles Fenton",Representative,Federalist,VA,1778,1858,16,Charles Fenton Mercer,M000642,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000642
"Merrill, Orsamus Cook",Representative,Republican,VT,1775,1865,16,Orsamus Cook Merrill,M000657,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000657
"Metcalfe, Thomas",Representative,Whig,KY,1780,1855,16,Thomas Metcalfe,M000676,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000676
"Mills, Elijah Hunt",Senator,Federalist,MA,1776,1829,16,Elijah Hunt Mills,M000774,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000774
"Monell, Robert",Representative,Republican,NY,1786,1860,16,Robert Monell,M000853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000853
"Montgomery, Thomas",Representative,Republican,KY,1779,1828,16,Thomas Montgomery,M000872,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000872
"Moore, Robert",Representative,Republican,PA,1778,1831,16,Robert Moore,M000913,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000913
"Moore, Samuel",Representative,Republican,PA,1774,1861,16,Samuel Moore,M000916,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000916
"Moore, Thomas Love",Representative,Republican,VA,,1862,16,Thomas Love Moore,M000920,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000920
"Morril, David Lawrence",Senator,Democratic Republican,NH,1772,1849,16,David Lawrence Morril,M000966,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000966
"Morton, Marcus",Representative,Republican,MA,1784,1864,16,Marcus Morton,M001019,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001019
"Moseley, Jonathan Ogden",Representative,Federalist,CT,1762,1838,16,Jonathan Ogden Moseley,M001023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001023
"Murray, John",Representative,Republican,PA,1768,1834,16,John Murray,M001109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001109
"Neale, Raphael",Representative,Federalist,MD,,1833,16,Raphael Neale,N000018,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000018
"Nelson, Hugh",Representative,Republican,VA,1768,1836,16,Hugh Nelson,N000035,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000035
"Nelson, Jeremiah",Representative,Federalist,MA,1769,1838,16,Jeremiah Nelson,N000036,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000036
"Newton, Thomas, Jr.",Representative,Republican,VA,1768,1847,16,Thomas Newton,N000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000078
"Noble, James",Senator,Democratic Republican,IN,1785,1831,16,James Noble,N000118,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000118
"Otis, Harrison Gray",Senator,Federalist,MA,1765,1848,16,Harrison Gray Otis,O000127,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000127
"Overstreet, James",Representative,Republican,SC,1773,1822,16,James Overstreet,O000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000142
"Palmer, William Adams",Senator,Democratic Republican,VT,1781,1860,16,William Adams Palmer,P000045,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000045
"Parker, James",Representative,Republican,MA,1768,1837,16,James Parker,P000060,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000060
"Parker, Severn Eyre",Representative,Republican,VA,1787,1836,16,Severn Eyre Parker,P000072,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000072
"Parrott, John Fabyan",Senator,Democratic Republican,NH,1767,1836,16,John Fabyan Parrott,P000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000084
"Patterson, Thomas",Representative,Republican,PA,1764,1841,16,Thomas Patterson,P000128,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000128
"Peek, Harmanus",Representative,Republican,NY,1782,1838,16,Harmanus Peek,P000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000183
"Phelps, Elisha",Representative,Republican,CT,1779,1847,16,Elisha Phelps,P000294,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000294
"Philson, Robert",Representative,Republican,PA,1759,1831,16,Robert Philson,P000316,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000316
"Pinckney, Charles",Representative,Democratic Republican,SC,1757,1824,16,Charles Pinckney,P000354,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000354
"Pindall, James",Representative,Federalist,VA,1783c,1825,16,James Pindall,P000358,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000358
"Pinkney, William",Senator,Democratic Republican,MD,1764,1822,16,William Pinkney,P000362,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000362
"Pitcher, Nathaniel",Representative,Republican,NY,1777,1836,16,Nathaniel Pitcher,P000367,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000367
"Pleasants, James",Representative,Democratic Republican,VA,1769,1836,16,James Pleasants,P000386,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000386
"Pleasants, James",Senator,Democratic Republican,VA,,,16,James Pleasants,P000386,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000386
"Plumer, William, Jr.",Representative,Republican,NH,1789,1854,16,William Plumer,P000394,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000394
"Quarles, Tunstall",Representative,Republican,KY,1770c,1855,16,Tunstall Quarles,Q000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Q000005
"Randolph, John",Representative,,VA,1773,1833,16,John Randolph,R000047,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000047
"Rankin, Christopher",Representative,Republican,MS,1788,1826,16,Christopher Rankin,R000054,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000054
"Reid, Robert Raymond",Representative,Republican,GA,1789,1841,16,Robert Raymond Reid,R000151,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000151
"Rhea, John",Representative,Republican,TN,1753,1832,16,John Rhea,R000181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000181
"Rich, Charles",Representative,Republican,VT,1771,1824,16,Charles Rich,R000207,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000207
"Richards, Mark",Representative,Republican,VT,1760,1844,16,Mark Richards,R000217,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000217
"Richmond, Jonathan",Representative,Republican,NY,1774,1853,16,Jonathan Richmond,R000235,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000235
"Ringgold, Samuel",Representative,Republican,MD,1770,1829,16,Samuel Ringgold,R000263,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000263
"Roberts, Jonathan",Senator,Democratic Republican,PA,1771,1854,16,Jonathan Roberts,R000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000313
"Robertson, George",Representative,Republican,KY,1790,1874,16,George Robertson,R000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000322
"Rogers, Thomas Jones",Representative,Republican,PA,1781,1832,16,Thomas Jones Rogers,R000403,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000403
"Ross, Thomas Randolph",Representative,Republican,OH,1788,1869,16,Thomas Randolph Ross,R000456,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000456
"Ruggles, Benjamin",Senator,Democratic Republican,OH,1783,1857,16,Benjamin Ruggles,R000500,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000500
"Russ, John",Representative,Republican,CT,1767,1833,16,John Russ,R000519,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000519
"Sage, Ebenezer",Representative,Republican,NY,1755,1834,16,Ebenezer Sage,S000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000012
"Sampson, Zabdiel",Representative,Republican,MA,1781,1828,16,Zabdiel Sampson,S000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000026
"Sanford, Nathan",Senator,Democratic Republican,NY,1777,1838,16,Nathan Sanford,S000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000052
"Sawyer, Lemuel",Representative,Republican,NC,1777,1852,16,Lemuel Sawyer,S000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000089
"Sergeant, John",Representative,Federalist,PA,1779,1852,16,John Sergeant,S000246,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000246
"Settle, Thomas",Representative,Republican,NC,1789,1857,16,Thomas Settle,S000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000254
"Shaw, Henry",Representative,Republican,MA,1788,1857,16,Henry Shaw,S000307,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000307
"Silsbee, Nathaniel",Representative,,MA,1773,1850,16,Nathaniel Silsbee,S000411,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000411
"Simkins, Eldred",Representative,Republican,SC,1779,1831,16,Eldred Simkins,S000414,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000414
"Sloane, John",Representative,Republican,OH,1779,1856,16,John Sloane,S000494,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000494
"Slocumb, Jesse",Representative,Federalist,NC,1780,1820,16,Jesse Slocumb,S000497,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000497
