congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,candidate_id
"Spaight, Richard Dobbs, Jr.",Representative,Crawford Republican,NC,1796,1850,18,Richard Dobbs Spaight,S000694,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000694,NA
"Spence, John Selby",Representative,Anti-Jacksonian,MD,1788,1840,18,John Selby Spence,S000719,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000719,NA
"Standifer, James Israel",Representative,Jackson Republican,TN,1782,1837,18,James Israel Standifer,S000789,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000789,NA
"Vance, Robert Brank",Representative,NA,NC,1793,1827,18,Robert Brank Vance,V000018,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000018,NA
"Vinton, Samuel Finley",Representative,Whig,OH,1792,1862,18,Samuel Finley Vinton,V000107,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000107,NA
"White, David",Representative,Adams-Clay Republican,KY,1785,1834,18,David White,W000363,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000363,NA
"Wickliffe, Charles Anderson",Representative,Jackson Republican,KY,1788,1869,18,Charles Anderson Wickliffe,W000442,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000442,NA
"Addams, William",Representative,Jacksonian,PA,1777,1858,19,William Addams,A000053,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000053,NA
"Barney, John",Representative,Adams,MD,1785,1857,19,John Barney,B000162,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000162,NA
"Barringer, Daniel Laurens",Representative,Jacksonian,NC,1788,1852,19,Daniel Laurens Barringer,B000181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000181,NA
"Berrien, John Macpherson",Senator,Jacksonian,GA,1781,1856,19,John Macpherson Berrien,B000413,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000413,NA
"Bryan, John Heritage",Representative,Jacksonian,NC,1798,1870,19,John Heritage Bryan,B000988,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000988,NA
"Carson, Samuel Price",Representative,Jacksonian,NC,1798,1838,19,Samuel Price Carson,C000193,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000193,NA
"Chambers, Ezekiel Forman",Senator,Adams,MD,1788,1867,19,Ezekiel Forman Chambers,C000282,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000282,NA
"Chambers, Henry H.",Senator,Jacksonian,AL,1790,1826,19,Henry H. Chambers,C000284,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000284,NA
"Claiborne, Nathaniel Herbert",Representative,Jacksonian,VA,1777,1859,19,Nathaniel Herbert Claiborne,C000405,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000405,NA
"Crump, George William",Representative,Jacksonian,VA,1786,1848,19,George William Crump,C000956,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000956,NA
"Drayton, William",Representative,Jacksonian,SC,1776,1846,19,William Drayton,D000490,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000490,NA
"Eastman, Nehemiah",Representative,Adams,NH,1782,1856,19,Nehemiah Eastman,E000021,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000021,NA
"Ellis, Powhatan",Senator,Jacksonian,MS,1790,1863,19,Powhatan Ellis,E000136,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000136,NA
"Estil, Benjamin",Representative,Adams,VA,1780,1853,19,Benjamin Estil,E000223,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000223,NA
"Forward, Chauncey",Representative,Jacksonian,PA,1793,1839,19,Chauncey Forward,F000290,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000290,NA
"Garnsey, Daniel Greene",Representative,Adams,NY,1779,1851,19,Daniel Greene Garnsey,G000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000078,NA
"Haile, William",Representative,Jacksonian,MS,1797,1837,19,William Haile,H000022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000022,NA
"Harper, William",Senator,Jacksonian,SC,1790,1847,19,William Harper,H000226,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000226,NA
"Haynes, Charles Eaton",Representative,Jacksonian,GA,1784,1841,19,Charles Eaton Haynes,H000399,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000399,NA
"Henry, John Flournoy",Representative,Adams,KY,1793,1873,19,John Flournoy Henry,H000509,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000509,NA
"Ingersoll, Ralph Isaacs",Representative,Adams,CT,1789,1872,19,Ralph Isaacs Ingersoll,I000020,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000020,NA
"Johnson, Jeromus",Representative,Jacksonian,NY,1775,1846,19,Jeromus Johnson,J000152,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000152,NA
"Kane, Elias Kent",Senator,Jacksonian,IL,1794,1835,19,Elias Kent Kane,K000006,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000006,NA
"Kittera, Thomas",Representative,Adams,PA,1789,1839,19,Thomas Kittera,K000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000254,NA
"Krebs, Jacob",Representative,Jacksonian,PA,1782,1847,19,Jacob Krebs,K000324,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000324,NA
"Marable, John Hartwell",Representative,Jacksonian,TN,1786,1844,19,John Hartwell Marable,M000120,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000120,NA
"Martin, Robert Nicols",Representative,Adams,MD,1798,1870,19,Robert Nicols Martin,M000198,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000198,NA
"Mchatton, Robert Lytle",Representative,Jacksonian,KY,1788,1835,19,Robert Lytle Mchatton,M000467,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000467,NA
"Mckinley, John",Senator,Jacksonian,AL,1780,1852,19,John Mckinley,M000519,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000519,NA
"Mcmanus, William",Representative,Adams,NY,1780,1835,19,William Mcmanus,M000562,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000562,NA
"Mitchell, James Coffield",Representative,Jacksonian,TN,1786,1843,19,James Coffield Mitchell,M000815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000815,NA
"Orr, Robert, Jr.",Representative,Jacksonian,PA,1786,1876,19,Robert Orr,O000105,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000105,NA
"Pearce, Dutee Jerauld",Representative,Adams,RI,1789,1849,19,Dutee Jerauld Pearce,P000160,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000160,NA
"Polk, James Knox",Representative,Democrat,TN,1795,1849,19,James Knox Polk,P000409,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000409,NA
"Reed, Thomas Buck",Senator,Jacksonian,MS,1787,1829,19,Thomas Buck Reed,R000129,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000129,NA
"Ripley, James Wheelock",Representative,Jacksonian,ME,1786,1835,19,James Wheelock Ripley,R000266,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000266,NA
"Ross, Henry Howard",Representative,Adams,NY,1790,1862,19,Henry Howard Ross,R000447,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000447,NA
"Sill, Thomas Hale",Representative,Adams,PA,1783,1856,19,Thomas Hale Sill,S000410,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000410,NA
"Thomson, John",Representative,Jacksonian,OH,1780,1852,19,John Thomson,T000230,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000230,NA
"Van Horne, Espy",Representative,NA,PA,1795,1829,19,Espy Van Horne,V000044,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000044,NA
"Verplanck, Gulian Crommelin",Representative,Jacksonian,NY,1786,1870,19,Gulian Crommelin Verplanck,V000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000089,NA
"Wales, George Edward",Representative,NA,VT,1792,1860,19,George Edward Wales,W000042,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000042,NA
"Weems, John Crompton",Representative,NA,MD,1778,1862,19,John Crompton Weems,W000250,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000250,NA
"White, Bartow",Representative,NA,NY,1776,1862,19,Bartow White,W000356,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000356,NA
"White, Hugh Lawson",Senator,Jacksonian,TN,1773,1840,19,Hugh Lawson White,W000376,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000376,NA
"Whitmore, Elias",Representative,NA,NY,1772,1853,19,Elias Whitmore,W000423,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000423,NA
"Worthington, Thomas Contee",Representative,NA,MD,1782,1847,19,Thomas Contee Worthington,W000751,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000751,NA
"Young, William Singleton",Representative,NA,KY,1790,1827,19,William Singleton Young,Y000057,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000057,NA
