congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,name_id
"Mcbryde, Archibald",Representative,Federalist,NC,1766,1836,11,Archibald Mcbryde,M000302,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000302,MA0162
"Miller, Pleasant Moorman",Representative,Republican,TN,NA,1849,11,Pleasant Moorman Miller,M000750,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000750,MP0154
"Mckee, Samuel",Representative,Republican,KY,1774,1826,11,Samuel Mckee,M000496,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000496,MS0028
"Mathews, Vincent",Representative,Federalist,NY,1766,1846,11,Vincent Mathews,M000239,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000239,MV0004
"Mckinley, William",Representative,Republican,VA,NA,NA,11,William Mckinley,M000520,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000520,MW0564
"Griswold, Stanley",Senator,Democratic Republican,OH,1763,1815,11,Stanley Griswold,G000489,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000489,NA
"Nicholson, John",Representative,Republican,NY,1765,1820,11,John Nicholson,N000098,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000098,NJ0071
"Pickman, Benjamin, Jr.",Representative,Federalist,MA,1763,1843,11,Benjamin Pickman,P000330,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000330,PB0029
"Pearson, Joseph",Representative,Federalist,NC,1776,1834,11,Joseph Pearson,P000168,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000168,PJ0335
"Porter, Peter Buell",Representative,Republican,NY,1773,1844,11,Peter Buell Porter,P000446,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000446,PP0008
"Ross, John",Representative,Republican,PA,1770,1834,11,John Ross,R000449,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000449,RJ0312
"Roane, John",Representative,Republican,VA,1766,1838,11,John Roane,R000291,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000291,RJ0705
"Ringgold, Samuel",Representative,Republican,MD,1770,1829,11,Samuel Ringgold,R000263,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000263,RS0013
"Seybert, Adam",Representative,Republican,PA,1773,1825,11,Adam Seybert,S000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000264,SA0219
"Sheffey, Daniel",Representative,Federalist,VA,1770,1830,11,Daniel Sheffey,S000317,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000317,SD0212
"Sage, Ebenezer",Representative,Republican,NY,1755,1834,11,Ebenezer Sage,S000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000012,SE0063
"Smith, George",Representative,Republican,PA,NA,NA,11,George Smith,S000537,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000537,SG0084
"Scudder, John Anderson",Representative,Republican,NJ,1759,1836,11,John Anderson Scudder,S000200,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000200,SJ0547
"Swoope, Jacob",Representative,Federalist,VA,NA,1832,11,Jacob Swoope,S001125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001125,SJ1612
"Tait, Charles",Senator,Democratic Republican,GA,1768,1835,11,Charles Tait,T000015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000015,TC0002
"Turner, Charles, Jr.",Representative,Republican,MA,1760,1839,11,Charles Turner,T000416,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000416,TC0016
"Whitman, Ezekiel",Representative,Federalist,MA,1776,1866,11,Ezekiel Whitman,W000421,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000421,WE0022
"Wilson, James",Representative,Federalist,NH,1766,1839,11,James Wilson,W000592,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000592,WJ0328
"Whiteside, Jenkin",Senator,Democratic Republican,TN,1772,1822,11,Jenkin Whiteside,W000411,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000411,WJ0951
"Wheaton, Laban",Representative,Federalist,MA,1754,1846,11,Laban Wheaton,W000329,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000329,WL0029
"Witherspoon, Robert",Representative,Republican,SC,1767,1837,11,Robert Witherspoon,W000661,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000661,WR0197
"Weakley, Robert",Representative,Republican,TN,1764,1845,11,Robert Weakley,W000220,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000220,WR0202
"Avery, Daniel",Representative,Republican,NY,1766,1842,12,Daniel Avery,A000345,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000345,AD0015
"Archer, Stevenson",Representative,Republican,MD,1786,1848,12,Stevenson Archer,A000273,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000273,AS0013
"Brigham, Elijah",Representative,Federalist,MA,1751,1816,12,Elijah Brigham,B000833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000833,BE0103
"Bibb, George Mortimer",Senator,Democratic Republican,KY,1776,1859,12,George Mortimer Bibb,B000433,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000433,BG0012
"Bleecker, Harmanus",Representative,Federalist,NY,1779,1849,12,Harmanus Bleecker,B000555,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000555,BH0050
